label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
lymp,471,293,66,62,lisc_lymp_25.jpg,720,576
lymp,619,235,65,82,lisc_lymp_25.jpg,720,576
lymp,32,262,77,75,lisc_lymp_26.jpg,720,576
lymp,178,219,63,65,lisc_lymp_26.jpg,720,576
lymp,291,400,65,73,lisc_lymp_27.jpg,720,576
lymp,336,548,71,28,lisc_lymp_27.jpg,720,576
lymp,314,0,71,27,lisc_lymp_28.jpg,720,576
lymp,365,103,67,74,lisc_lymp_28.jpg,720,576
lymp,642,234,60,59,lisc_lymp_29.jpg,720,576
lymp,68,128,68,60,lisc_lymp_3.jpg,720,576
lymp,52,203,63,59,lisc_lymp_3.jpg,720,576
lymp,22,286,53,56,lisc_lymp_30.jpg,720,576
lymp,443,163,48,50,lisc_lymp_31.jpg,720,576
lymp,230,363,49,50,lisc_lymp_32.jpg,720,576
lymp,435,368,49,47,lisc_lymp_33.jpg,720,576
lymp,233,157,56,48,lisc_lymp_34.jpg,720,576
lymp,282,228,117,75,lisc_lymp_35.jpg,720,576
lymp,411,214,73,72,lisc_lymp_36.jpg,720,576
lymp,238,289,71,70,lisc_lymp_37.jpg,720,576
lymp,362,339,70,72,lisc_lymp_38.jpg,720,576
lymp,283,168,78,70,lisc_lymp_39.jpg,720,576
lymp,197,517,67,59,lisc_lymp_4.jpg,720,576
lymp,273,540,66,36,lisc_lymp_4.jpg,720,576
lymp,63,159,85,87,lisc_lymp_40.jpg,720,576
lymp,575,328,81,84,lisc_lymp_41.jpg,720,576
lymp,397,0,86,77,lisc_lymp_42.jpg,720,576
lymp,228,499,98,77,lisc_lymp_43.jpg,720,576
lymp,407,229,51,45,lisc_lymp_44.jpg,720,576
lymp,301,189,46,50,lisc_lymp_45.jpg,720,576
lymp,329,270,105,79,lisc_lymp_46.jpg,720,576
lymp,373,334,46,48,lisc_lymp_47.jpg,720,576
lymp,365,405,68,56,lisc_lymp_48.jpg,720,576
lymp,292,251,81,88,lisc_lymp_49.jpg,720,576
lymp,379,0,66,41,lisc_lymp_5.jpg,720,576
lymp,456,2,64,60,lisc_lymp_5.jpg,720,576
lymp,353,235,72,90,lisc_lymp_50.jpg,720,576
lymp,307,219,94,78,lisc_lymp_51.jpg,720,576
lymp,324,281,88,75,lisc_lymp_52.jpg,720,576
lymp,290,111,62,56,lisc_lymp_53.jpg,720,576
lymp,183,295,57,66,lisc_lymp_54.jpg,720,576
lymp,476,217,58,64,lisc_lymp_55.jpg,720,576
lymp,495,184,53,55,lisc_lymp_56.jpg,720,576
lymp,350,222,73,100,lisc_lymp_57.jpg,720,576
lymp,171,332,56,60,lisc_lymp_58.jpg,720,576
lymp,406,421,58,53,lisc_lymp_59.jpg,720,576
lymp,263,303,53,44,lisc_lymp_6.jpg,720,576
lymp,257,99,58,54,lisc_lymp_60.jpg,720,576
lymp,202,128,75,69,lisc_lymp_61.jpg,720,576
lymp,448,377,64,72,lisc_lymp_62.jpg,720,576
lymp,451,133,69,68,lisc_lymp_63.jpg,720,576
lymp,199,376,72,69,lisc_lymp_64.jpg,720,576
lymp,155,293,69,73,lisc_lymp_65.jpg,720,576
lymp,122,358,85,89,lisc_lymp_66.jpg,720,576
lymp,523,129,73,81,lisc_lymp_67.jpg,720,576
lymp,299,256,78,96,lisc_lymp_68.jpg,720,576
lymp,202,53,83,75,lisc_lymp_69.jpg,720,576
lymp,32,325,66,71,lisc_lymp_7.jpg,720,576
lymp,430,447,87,78,lisc_lymp_70.jpg,720,576
lymp,81,144,79,75,lisc_lymp_71.jpg,720,576
lymp,567,361,67,67,lisc_lymp_72.jpg,720,576
lymp,428,13,71,72,lisc_lymp_73.jpg,720,576
lymp,218,493,69,70,lisc_lymp_74.jpg,720,576
lymp,496,206,68,79,lisc_lymp_75.jpg,720,576
lymp,281,81,78,72,lisc_lymp_76.jpg,720,576
lymp,360,421,76,71,lisc_lymp_77.jpg,720,576
lymp,191,88,47,49,lisc_lymp_78.jpg,720,576
lymp,248,263,71,69,lisc_lymp_78.jpg,720,576
lymp,593,292,52,50,lisc_lymp_79.jpg,720,576
lymp,622,176,59,72,lisc_lymp_8.jpg,720,576
lymp,403,246,71,65,lisc_lymp_80.jpg,720,576
lymp,483,438,46,50,lisc_lymp_80.jpg,720,576
lymp,319,180,68,65,lisc_lymp_81.jpg,720,576
lymp,511,120,49,45,lisc_lymp_81.jpg,720,576
lymp,336,328,66,69,lisc_lymp_82.jpg,720,576
lymp,155,408,54,50,lisc_lymp_82.jpg,720,576
lymp,406,366,62,64,lisc_lymp_83.jpg,720,576
lymp,254,142,56,65,lisc_lymp_84.jpg,720,576
lymp,210,335,69,59,lisc_lymp_85.jpg,720,576
lymp,444,181,59,59,lisc_lymp_86.jpg,720,576
lymp,490,283,79,87,lisc_lymp_87.jpg,720,576
lymp,144,203,79,90,lisc_lymp_88.jpg,720,576
lymp,272,423,92,74,lisc_lymp_89.jpg,720,576
lymp,246,0,72,24,lisc_lymp_9.jpg,720,576
lymp,72,229,49,56,lisc_lymp_90.jpg,720,576
lymp,350,75,105,82,lisc_lymp_91.jpg,720,576
lymp,327,255,56,52,lisc_lymp_92.jpg,720,576
lymp,649,366,66,72,lisc_lymp_92.jpg,720,576
lymp,7,132,62,79,lisc_lymp_93.jpg,720,576
lymp,336,265,59,56,lisc_lymp_93.jpg,720,576
lymp,333,255,57,56,lisc_lymp_94.jpg,720,576
lymp,328,269,52,48,lisc_lymp_95.jpg,720,576
lymp,634,159,62,65,lisc_lymp_96.jpg,720,576
lymp,25,350,62,69,lisc_lymp_97.jpg,720,576
lymp,231,0,63,18,lisc_lymp_98.jpg,720,576
lymp,417,491,66,67,lisc_lymp_99.jpg,720,576
lymp,124,126,118,118,pbc_lymp_1.jpg,360,363
lymp,120,120,120,125,pbc_lymp_10.jpg,360,363
lymp,126,120,105,127,pbc_lymp_100.jpg,360,363
lymp,126,132,109,97,pbc_lymp_101.jpg,360,363
lymp,128,130,105,107,pbc_lymp_102.jpg,360,363
lymp,114,124,128,115,pbc_lymp_103.jpg,360,363
lymp,133,135,94,95,pbc_lymp_104.jpg,360,363
lymp,119,132,124,120,pbc_lymp_105.jpg,360,363
lymp,115,113,130,142,pbc_lymp_106.jpg,360,363
lymp,119,128,115,111,pbc_lymp_107.jpg,360,363
lymp,134,144,91,92,pbc_lymp_108.jpg,360,363
lymp,118,135,120,95,pbc_lymp_109.jpg,360,363
lymp,128,136,101,92,pbc_lymp_11.jpg,360,363
lymp,115,119,128,129,pbc_lymp_110.jpg,360,363
lymp,130,130,99,104,pbc_lymp_111.jpg,360,363
lymp,122,128,113,109,pbc_lymp_112.jpg,360,363
lymp,130,124,104,117,pbc_lymp_113.jpg,360,363
lymp,122,127,116,109,pbc_lymp_114.jpg,360,363
lymp,124,128,109,107,pbc_lymp_115.jpg,360,363
lymp,113,118,131,128,pbc_lymp_116.jpg,360,363
lymp,118,151,129,109,pbc_lymp_117.jpg,360,363
lymp,127,126,106,109,pbc_lymp_118.jpg,360,363
lymp,126,127,112,109,pbc_lymp_119.jpg,360,363
lymp,120,124,119,110,pbc_lymp_12.jpg,360,363
lymp,138,144,84,77,pbc_lymp_120.jpg,360,363
lymp,123,126,111,110,pbc_lymp_121.jpg,360,363
lymp,235,145,115,114,pbc_lymp_121.jpg,360,363
lymp,115,130,133,102,pbc_lymp_122.jpg,360,363
lymp,128,126,104,111,pbc_lymp_123.jpg,360,363
lymp,123,127,116,113,pbc_lymp_124.jpg,360,363
lymp,119,124,117,116,pbc_lymp_125.jpg,360,363
lymp,129,129,101,104,pbc_lymp_126.jpg,360,363
lymp,126,132,105,98,pbc_lymp_127.jpg,360,363
lymp,128,138,105,88,pbc_lymp_128.jpg,360,363
lymp,130,131,97,101,pbc_lymp_129.jpg,360,363
lymp,123,152,113,122,pbc_lymp_13.jpg,360,363
lymp,121,119,119,130,pbc_lymp_130.jpg,360,363
lymp,130,130,94,97,pbc_lymp_131.jpg,360,363
lymp,126,131,109,99,pbc_lymp_132.jpg,360,363
lymp,129,136,97,90,pbc_lymp_133.jpg,360,363
lymp,127,132,101,103,pbc_lymp_134.jpg,360,363
lymp,115,143,123,110,pbc_lymp_135.jpg,360,363
lymp,125,130,107,102,pbc_lymp_136.jpg,360,363
lymp,126,125,118,122,pbc_lymp_137.jpg,366,369
lymp,132,130,99,107,pbc_lymp_138.jpg,360,363
lymp,128,118,114,128,pbc_lymp_139.jpg,360,363
lymp,123,145,110,92,pbc_lymp_14.jpg,360,363
lymp,118,84,124,193,pbc_lymp_140.jpg,360,363
lymp,130,135,104,97,pbc_lymp_141.jpg,366,369
lymp,118,114,124,132,pbc_lymp_142.jpg,360,363
lymp,132,151,96,92,pbc_lymp_143.jpg,360,363
lymp,117,119,119,126,pbc_lymp_144.jpg,360,363
lymp,121,125,117,113,pbc_lymp_145.jpg,360,363
lymp,114,121,134,123,pbc_lymp_146.jpg,360,363
lymp,128,143,117,86,pbc_lymp_147.jpg,360,363
lymp,119,113,124,134,pbc_lymp_148.jpg,360,363
lymp,127,106,108,155,pbc_lymp_149.jpg,360,363
lymp,124,131,116,106,pbc_lymp_15.jpg,360,363
lymp,121,125,113,110,pbc_lymp_150.jpg,360,363
lymp,123,131,116,106,pbc_lymp_151.jpg,360,363
lymp,120,135,115,96,pbc_lymp_152.jpg,360,363
lymp,127,130,108,113,pbc_lymp_153.jpg,360,363
lymp,124,127,113,106,pbc_lymp_154.jpg,360,363
lymp,124,121,110,118,pbc_lymp_155.jpg,360,363
lymp,123,126,115,110,pbc_lymp_156.jpg,360,363
lymp,131,120,102,112,pbc_lymp_157.jpg,360,363
lymp,108,159,142,117,pbc_lymp_158.jpg,360,363
lymp,130,136,97,107,pbc_lymp_159.jpg,360,363
lymp,126,132,103,104,pbc_lymp_16.jpg,360,363
lymp,131,123,100,116,pbc_lymp_160.jpg,360,363
lymp,169,123,134,125,pbc_lymp_161.jpg,366,369
lymp,95,124,169,157,pbc_lymp_162.jpg,360,363
lymp,129,127,104,103,pbc_lymp_163.jpg,360,363
lymp,132,136,92,91,pbc_lymp_164.jpg,360,363
lymp,129,134,104,99,pbc_lymp_165.jpg,360,363
lymp,116,117,130,125,pbc_lymp_166.jpg,360,363
lymp,126,137,114,91,pbc_lymp_167.jpg,360,363
lymp,124,133,116,102,pbc_lymp_168.jpg,360,363
lymp,125,126,115,108,pbc_lymp_169.jpg,360,363
lymp,24,144,88,148,pbc_lymp_17.jpg,360,363
lymp,118,130,125,107,pbc_lymp_17.jpg,360,363
lymp,123,125,110,116,pbc_lymp_170.jpg,360,363
lymp,144,149,95,92,pbc_lymp_171.jpg,360,363
lymp,126,125,108,111,pbc_lymp_172.jpg,360,363
lymp,130,121,102,121,pbc_lymp_173.jpg,360,363
lymp,129,137,101,90,pbc_lymp_174.jpg,360,363
lymp,131,128,100,109,pbc_lymp_175.jpg,360,363
lymp,118,110,128,141,pbc_lymp_176.jpg,360,363
lymp,120,120,124,125,pbc_lymp_177.jpg,360,363
lymp,130,138,98,92,pbc_lymp_178.jpg,360,363
lymp,129,131,101,103,pbc_lymp_179.jpg,360,363
lymp,128,125,107,112,pbc_lymp_18.jpg,360,363
lymp,129,133,105,96,pbc_lymp_180.jpg,360,363
lymp,109,117,142,132,pbc_lymp_181.jpg,366,369
lymp,123,125,113,114,pbc_lymp_182.jpg,360,363
lymp,112,116,125,130,pbc_lymp_183.jpg,360,363
lymp,128,135,118,95,pbc_lymp_184.jpg,360,363
lymp,119,121,118,121,pbc_lymp_185.jpg,360,363
lymp,122,118,117,131,pbc_lymp_186.jpg,360,363
lymp,132,125,96,112,pbc_lymp_187.jpg,360,363
lymp,112,130,138,133,pbc_lymp_188.jpg,360,363
lymp,129,130,103,103,pbc_lymp_189.jpg,360,363
lymp,130,119,105,134,pbc_lymp_19.jpg,360,363
lymp,119,126,125,113,pbc_lymp_190.jpg,360,363
lymp,126,139,107,89,pbc_lymp_191.jpg,360,363
lymp,130,132,102,100,pbc_lymp_192.jpg,360,363
lymp,134,138,91,85,pbc_lymp_193.jpg,360,363
lymp,130,132,100,104,pbc_lymp_194.jpg,360,363
lymp,137,129,84,97,pbc_lymp_195.jpg,360,363
neut,275,108,85,134,pbc_lymp_195.jpg,360,363
lymp,127,137,107,95,pbc_lymp_196.jpg,360,363
lymp,139,142,83,83,pbc_lymp_197.jpg,360,363
lymp,132,134,97,97,pbc_lymp_198.jpg,360,363
lymp,129,131,103,100,pbc_lymp_199.jpg,360,363
lymp,127,131,108,103,pbc_lymp_2.jpg,360,363
lymp,123,119,121,124,pbc_lymp_20.jpg,360,363
lymp,124,130,112,104,pbc_lymp_200.jpg,360,363
lymp,133,129,95,103,pbc_lymp_201.jpg,360,363
lymp,137,143,87,89,pbc_lymp_202.jpg,360,363
lymp,131,127,102,109,pbc_lymp_203.jpg,360,363
lymp,127,125,103,116,pbc_lymp_204.jpg,360,363
lymp,129,121,104,118,pbc_lymp_205.jpg,360,363
lymp,137,133,87,99,pbc_lymp_206.jpg,360,363
lymp,135,138,94,91,pbc_lymp_207.jpg,360,363
lymp,131,138,97,87,pbc_lymp_208.jpg,360,363
lymp,135,133,88,92,pbc_lymp_209.jpg,360,363
lymp,127,126,110,108,pbc_lymp_21.jpg,360,363
lymp,127,130,105,106,pbc_lymp_210.jpg,360,363
lymp,120,127,148,111,pbc_lymp_211.jpg,360,363
lymp,127,121,109,125,pbc_lymp_212.jpg,360,363
lymp,113,121,136,126,pbc_lymp_213.jpg,360,363
lymp,111,121,143,125,pbc_lymp_214.jpg,360,363
lymp,124,136,115,112,pbc_lymp_215.jpg,360,363
lymp,123,124,112,117,pbc_lymp_216.jpg,360,363
lymp,126,125,108,113,pbc_lymp_217.jpg,360,363
lymp,127,127,106,107,pbc_lymp_218.jpg,360,363
lymp,129,143,103,103,pbc_lymp_219.jpg,360,363
lymp,133,133,94,101,pbc_lymp_22.jpg,360,363
lymp,128,127,107,111,pbc_lymp_220.jpg,366,369
lymp,122,121,116,122,pbc_lymp_221.jpg,360,363
lymp,118,134,123,115,pbc_lymp_222.jpg,360,363
lymp,35,254,113,107,pbc_lymp_222.jpg,360,363
lymp,124,133,111,96,pbc_lymp_223.jpg,360,363
lymp,127,152,108,97,pbc_lymp_224.jpg,360,363
lymp,126,133,110,97,pbc_lymp_225.jpg,360,363
lymp,131,130,100,105,pbc_lymp_226.jpg,360,363
lymp,125,126,110,111,pbc_lymp_227.jpg,360,363
lymp,131,129,100,110,pbc_lymp_228.jpg,360,363
lymp,130,134,92,91,pbc_lymp_229.jpg,360,363
eosi,250,138,110,117,pbc_lymp_229.jpg,360,363
lymp,123,135,111,90,pbc_lymp_23.jpg,360,363
lymp,117,122,123,114,pbc_lymp_230.jpg,360,363
lymp,133,136,94,101,pbc_lymp_231.jpg,360,363
lymp,119,126,121,122,pbc_lymp_232.jpg,360,363
lymp,130,136,98,93,pbc_lymp_233.jpg,360,363
lymp,124,126,110,110,pbc_lymp_234.jpg,360,363
lymp,133,138,93,93,pbc_lymp_235.jpg,360,363
lymp,125,138,110,103,pbc_lymp_236.jpg,366,369
lymp,122,100,116,162,pbc_lymp_237.jpg,360,363
lymp,126,121,111,120,pbc_lymp_238.jpg,360,363
lymp,121,116,117,131,pbc_lymp_239.jpg,360,363
lymp,124,127,110,116,pbc_lymp_24.jpg,366,369
lymp,123,134,112,101,pbc_lymp_240.jpg,360,363
lymp,115,116,129,132,pbc_lymp_241.jpg,360,363
lymp,127,125,108,117,pbc_lymp_242.jpg,366,369
lymp,131,136,99,89,pbc_lymp_243.jpg,360,363
lymp,128,132,108,100,pbc_lymp_244.jpg,360,363
lymp,122,133,114,100,pbc_lymp_245.jpg,360,363
lymp,116,124,129,116,pbc_lymp_246.jpg,360,363
lymp,142,147,84,74,pbc_lymp_247.jpg,360,363
lymp,144,157,72,76,pbc_lymp_248.jpg,360,363
lymp,115,128,132,111,pbc_lymp_249.jpg,360,363
lymp,121,130,115,104,pbc_lymp_25.jpg,360,363
lymp,121,145,125,110,pbc_lymp_250.jpg,360,363
lymp,134,173,92,99,pbc_lymp_251.jpg,360,363
eosi,207,70,136,144,pbc_lymp_251.jpg,360,363
lymp,122,134,116,96,pbc_lymp_252.jpg,360,363
lymp,128,134,104,95,pbc_lymp_253.jpg,360,363
lymp,128,134,104,96,pbc_lymp_254.jpg,360,363
lymp,129,135,105,96,pbc_lymp_255.jpg,360,363
lymp,125,126,110,112,pbc_lymp_256.jpg,360,363
lymp,122,137,115,103,pbc_lymp_257.jpg,360,363
lymp,123,119,117,125,pbc_lymp_258.jpg,360,363
lymp,129,133,102,96,pbc_lymp_259.jpg,360,363
lymp,134,130,94,101,pbc_lymp_26.jpg,360,363
lymp,124,129,111,122,pbc_lymp_260.jpg,360,363
lymp,125,131,107,101,pbc_lymp_261.jpg,360,363
lymp,128,126,110,118,pbc_lymp_262.jpg,366,369
lymp,131,139,97,88,pbc_lymp_263.jpg,360,363
lymp,120,119,116,128,pbc_lymp_264.jpg,360,363
lymp,124,127,112,113,pbc_lymp_265.jpg,360,363
lymp,129,130,105,103,pbc_lymp_266.jpg,360,363
lymp,113,125,142,125,pbc_lymp_267.jpg,366,369
lymp,118,111,123,119,pbc_lymp_268.jpg,366,369
lymp,124,123,110,115,pbc_lymp_269.jpg,360,363
lymp,132,134,98,96,pbc_lymp_27.jpg,360,363
lymp,117,137,122,124,pbc_lymp_270.jpg,360,363
lymp,122,119,120,128,pbc_lymp_271.jpg,360,363
lymp,122,123,116,121,pbc_lymp_272.jpg,360,363
lymp,131,132,98,101,pbc_lymp_273.jpg,360,363
lymp,125,122,112,116,pbc_lymp_274.jpg,360,363
lymp,130,134,99,95,pbc_lymp_275.jpg,360,363
lymp,120,129,116,106,pbc_lymp_276.jpg,360,363
lymp,129,138,103,102,pbc_lymp_277.jpg,360,363
lymp,109,117,145,148,pbc_lymp_278.jpg,360,363
lymp,121,136,120,108,pbc_lymp_279.jpg,360,363
lymp,136,135,90,91,pbc_lymp_28.jpg,360,363
lymp,127,128,102,113,pbc_lymp_280.jpg,360,363
lymp,130,124,101,114,pbc_lymp_281.jpg,360,363
lymp,122,133,121,100,pbc_lymp_282.jpg,360,363
lymp,127,121,111,124,pbc_lymp_283.jpg,360,363
lymp,108,134,141,95,pbc_lymp_284.jpg,360,363
lymp,122,127,114,111,pbc_lymp_285.jpg,360,363
lymp,126,133,107,99,pbc_lymp_286.jpg,360,363
lymp,129,121,104,124,pbc_lymp_287.jpg,360,363
lymp,128,128,106,105,pbc_lymp_288.jpg,360,363
lymp,119,125,118,116,pbc_lymp_289.jpg,360,363
lymp,132,133,96,96,pbc_lymp_29.jpg,360,363
eosi,309,242,51,98,pbc_lymp_29.jpg,360,363
lymp,124,127,109,110,pbc_lymp_290.jpg,360,363
lymp,132,130,96,100,pbc_lymp_291.jpg,360,363
lymp,138,139,86,85,pbc_lymp_292.jpg,360,363
lymp,130,128,100,108,pbc_lymp_293.jpg,360,363
lymp,124,113,105,135,pbc_lymp_294.jpg,360,363
lymp,124,128,117,119,pbc_lymp_295.jpg,360,363
lymp,124,128,111,108,pbc_lymp_296.jpg,360,363
lymp,129,131,101,100,pbc_lymp_297.jpg,360,363
lymp,126,130,109,106,pbc_lymp_298.jpg,360,363
lymp,115,127,131,136,pbc_lymp_299.jpg,360,363
lymp,115,124,127,125,pbc_lymp_3.jpg,366,369
lymp,128,122,107,116,pbc_lymp_30.jpg,360,363
lymp,128,134,102,99,pbc_lymp_300.jpg,360,363
lymp,116,134,126,121,pbc_lymp_301.jpg,360,363
lymp,112,113,132,132,pbc_lymp_302.jpg,360,363
lymp,126,125,106,114,pbc_lymp_303.jpg,360,363
lymp,112,126,137,109,pbc_lymp_304.jpg,360,363
